"Survival Summary Page","2000-2022","12 mo",86041,27.59,29.61,68.8%,98.3%,70.0%,0.2%,0.2%,68.5%,69.1%,69.7%,70.3%
"Survival Summary Page","2000-2022","24 mo",86041,27.59,29.61,53.7%,96.7%,55.5%,0.2%,0.2%,53.4%,54.1%,55.2%,55.9%
"Survival Summary Page","2000-2022","36 mo",86041,27.59,29.61,42.4%,95.2%,44.5%,0.2%,0.2%,42.1%,42.8%,44.2%,44.9%
"Survival Summary Page","2000-2022","48 mo",86041,27.59,29.61,33.8%,93.7%,36.0%,0.2%,0.2%,33.4%,34.1%,35.7%,36.4%
"Survival Summary Page","2000-2022","60 mo",86041,27.59,29.61,27.7%,92.1%,30.1%,0.2%,0.2%,27.4%,28.0%,29.7%,30.4%
"Survival Summary Page","2000","12 mo",0,+,+,+,+,+,+,+,+,+,+,+
"Survival Summary Page","2000","24 mo",0,+,+,+,+,+,+,+,+,+,+,+
"Survival Summary Page","2000","36 mo",0,+,+,+,+,+,+,+,+,+,+,+
"Survival Summary Page","2000","48 mo",0,+,+,+,+,+,+,+,+,+,+,+
"Survival Summary Page","2000","60 mo",0,+,+,+,+,+,+,+,+,+,+,+
"Survival Summary Page","2001","12 mo",0,+,+,+,+,+,+,+,+,+,+,+
"Survival Summary Page","2001","24 mo",0,+,+,+,+,+,+,+,+,+,+,+
"Survival Summary Page","2001","36 mo",0,+,+,+,+,+,+,+,+,+,+,+
"Survival Summary Page","2001","48 mo",0,+,+,+,+,+,+,+,+,+,+,+
"Survival Summary Page","2001","60 mo",0,+,+,+,+,+,+,+,+,+,+,+
"Survival Summary Page","2002","12 mo",0,+,+,+,+,+,+,+,+,+,+,+
"Survival Summary Page","2002","24 mo",0,+,+,+,+,+,+,+,+,+,+,+
"Survival Summary Page","2002","36 mo",0,+,+,+,+,+,+,+,+,+,+,+
"Survival Summary Page","2002","48 mo",0,+,+,+,+,+,+,+,+,+,+,+
"Survival Summary Page","2002","60 mo",0,+,+,+,+,+,+,+,+,+,+,+
"Survival Summary Page","2003","12 mo",0,+,+,+,+,+,+,+,+,+,+,+
"Survival Summary Page","2003","24 mo",0,+,+,+,+,+,+,+,+,+,+,+
"Survival Summary Page","2003","36 mo",0,+,+,+,+,+,+,+,+,+,+,+
"Survival Summary Page","2003","48 mo",0,+,+,+,+,+,+,+,+,+,+,+
"Survival Summary Page","2003","60 mo",0,+,+,+,+,+,+,+,+,+,+,+
"Survival Summary Page","2004","12 mo",3498,22.25,23.96,64.8%,98.1%,66.1%,0.8%,0.8%,63.2%,66.4%,64.4%,67.7%
"Survival Summary Page","2004","24 mo",3498,22.25,23.96,48.2%,96.4%,50.0%,0.8%,0.9%,46.5%,49.8%,48.2%,51.7%
